side,error_type,move_number,san,move_san,count
Black,mistake,44,Kg6,44. Kg6,1
Black,mistake,44,Kh6,44. Kh6,1
Black,mistake,44,Nb5,44. Nb5,1
Black,mistake,44,Nc2,44. Nc2,1
Black,mistake,44,Ne5,44. Ne5,1
Black,mistake,44,Ne6,44. Ne6,1
Black,mistake,44,Ng5,44. Ng5,1
Black,mistake,44,Qa8+,44. Qa8+,1
Black,mistake,44,Qb2+,44. Qb2+,1
Black,mistake,44,Qb4,44. Qb4,1
Black,mistake,44,Qe2,44. Qe2,1
Black,mistake,44,Qg6,44. Qg6,1
Black,mistake,44,Qh3+,44. Qh3+,1
Black,mistake,44,Qxd5,44. Qxd5,1
Black,mistake,44,Qxh2+,44. Qxh2+,1
Black,mistake,44,Ra1,44. Ra1,1
Black,mistake,44,Ra2,44. Ra2,1
Black,mistake,44,Rc4+,44. Rc4+,1
Black,mistake,44,Rc6,44. Rc6,1
Black,mistake,44,Rc6+,44. Rc6+,1
Black,mistake,44,Rd1,44. Rd1,1
Black,mistake,44,Rd3,44. Rd3,1
Black,mistake,44,Rd7,44. Rd7,1
Black,mistake,44,Re1,44. Re1,1
Black,mistake,44,Re3,44. Re3,1
Black,mistake,44,Re6,44. Re6,1
Black,mistake,44,Re7,44. Re7,1
Black,mistake,44,Re8,44. Re8,1
Black,mistake,44,Rf3,44. Rf3,1
Black,mistake,44,Rg2+,44. Rg2+,1
Black,mistake,44,Rh5,44. Rh5,1
Black,mistake,44,Rh8,44. Rh8,1
Black,mistake,44,Rxa8,44. Rxa8,1
Black,mistake,44,Rxg5,44. Rxg5,1
Black,mistake,44,a2,44. a2,1
Black,mistake,44,a3,44. a3,1
Black,mistake,44,a5,44. a5,1
Black,mistake,44,a6,44. a6,1
Black,mistake,44,b2,44. b2,1
Black,mistake,44,bxa3,44. bxa3,1
Black,mistake,44,c2,44. c2,1
Black,mistake,44,e5,44. e5,1
Black,mistake,44,f3,44. f3,1
Black,mistake,44,f4,44. f4,1
Black,mistake,44,f4+,44. f4+,1
Black,mistake,44,f6,44. f6,1
Black,mistake,44,h6,44. h6,1
Black,mistake,45,Ba5,45. Ba5,1
Black,mistake,45,Be5,45. Be5,1
Black,mistake,45,Bf2+,45. Bf2+,1
Black,mistake,45,Ka7,45. Ka7,1
Black,mistake,45,Kc3,45. Kc3,1
Black,mistake,45,Kc6,45. Kc6,1
Black,mistake,45,Kc8,45. Kc8,1
Black,mistake,45,Ke3,45. Ke3,1
Black,mistake,45,Ke4,45. Ke4,1
Black,mistake,45,Ke7,45. Ke7,1
Black,mistake,45,Kf2,45. Kf2,1
Black,mistake,45,Kf3,45. Kf3,1
Black,mistake,45,Kf7,45. Kf7,1
Black,mistake,45,Kg7,45. Kg7,1
Black,mistake,45,Qa6,45. Qa6,1
Black,mistake,45,Qb6,45. Qb6,1
Black,mistake,45,Qd8,45. Qd8,1
Black,mistake,45,Qe4+,45. Qe4+,1
Black,mistake,45,Qg2,45. Qg2,1
Black,mistake,45,Qh2+,45. Qh2+,1
Black,mistake,45,Qxh3,45. Qxh3,1
Black,mistake,45,Ra2,45. Ra2,1
Black,mistake,45,Ra3,45. Ra3,1
Black,mistake,45,Ra4,45. Ra4,1
Black,mistake,45,Rb3,45. Rb3,1
Black,mistake,45,Rb6+,45. Rb6+,1
Black,mistake,45,Rd1+,45. Rd1+,1
Black,mistake,45,Re6,45. Re6,1
Black,mistake,45,Re6+,45. Re6+,1
Black,mistake,45,Rf2,45. Rf2,1
Black,mistake,45,Rf3,45. Rf3,1
Black,mistake,45,Rf7,45. Rf7,1
Black,mistake,45,Rg7,45. Rg7,1
Black,mistake,45,Rxa2,45. Rxa2,1
Black,mistake,45,Rxe4,45. Rxe4,1
Black,mistake,45,Rxg3+,45. Rxg3+,1
Black,mistake,45,a2,45. a2,1
Black,mistake,45,a3,45. a3,1
Black,mistake,45,b5,45. b5,1
Black,mistake,45,e4,45. e4,1
Black,mistake,45,e4+,45. e4+,1
Black,mistake,45,f5,45. f5,1
Black,mistake,45,f6,45. f6,1
Black,mistake,45,g5,45. g5,1
Black,mistake,45,h3,45. h3,1
Black,mistake,46,Bb6,46. Bb6,1
Black,mistake,46,Bd2,46. Bd2,1
Black,mistake,46,Bd5,46. Bd5,1
Black,mistake,46,Be4,46. Be4,1
Black,mistake,46,Bxb7,46. Bxb7,1
Black,mistake,46,Kd7,46. Kd7,1
Black,mistake,46,Ke7,46. Ke7,1
Black,mistake,46,Kf5,46. Kf5,1
Black,mistake,46,Kf8,46. Kf8,1
Black,mistake,46,Kg2,46. Kg2,1
Black,mistake,46,Kg7,46. Kg7,1
Black,mistake,46,Kh2,46. Kh2,1
Black,mistake,46,Kh5,46. Kh5,1
Black,mistake,46,Kh6,46. Kh6,1
Black,mistake,46,Nb6,46. Nb6,1
Black,mistake,46,Ne4,46. Ne4,1
Black,mistake,46,Ng6,46. Ng6,1
Black,mistake,46,Qb7,46. Qb7,1
Black,mistake,46,Qc7,46. Qc7,1
Black,mistake,46,Qd2,46. Qd2,1
Black,mistake,46,Qd5,46. Qd5,1
Black,mistake,46,Qf6,46. Qf6,1
Black,mistake,46,Qf8,46. Qf8,1
Black,mistake,46,Qg4+,46. Qg4+,1
Black,mistake,46,Ra4,46. Ra4,1
Black,mistake,46,Rd2+,46. Rd2+,1
Black,mistake,46,Rd3+,46. Rd3+,1
Black,mistake,46,Rd4+,46. Rd4+,1
Black,mistake,46,Re1,46. Re1,1
Black,mistake,46,Re1+,46. Re1+,1
Black,mistake,46,Re7,46. Re7,1
Black,mistake,46,Rg3+,46. Rg3+,1
Black,mistake,46,Rg7,46. Rg7,1
Black,mistake,46,Rxe2,46. Rxe2,1
Black,mistake,46,Rxh4,46. Rxh4,1
Black,mistake,46,a1=Q,46. a1=Q,1
Black,mistake,46,a2,46. a2,1
Black,mistake,46,a4,46. a4,1
Black,mistake,46,b2,46. b2,1
Black,mistake,46,b3,46. b3,1
Black,mistake,46,bxc5,46. bxc5,1
Black,mistake,46,d3,46. d3,1
Black,mistake,46,d5,46. d5,1
Black,mistake,46,e4,46. e4,1
Black,mistake,46,f3+,46. f3+,1
Black,mistake,46,f5+,46. f5+,1
Black,mistake,46,fxg5,46. fxg5,1
Black,mistake,46,g3,46. g3,1
Black,mistake,46,g4,46. g4,1
Black,mistake,46,h5,46. h5,1
Black,mistake,46,h6,46. h6,1
Black,mistake,46,hxg5,46. hxg5,1
Black,mistake,47,Bc6,47. Bc6,1
Black,mistake,47,Bd2,47. Bd2,1
Black,mistake,47,Bd6,47. Bd6,1
Black,mistake,47,Be4,47. Be4,1
Black,mistake,47,Kb4,47. Kb4,1
Black,mistake,47,Kc2,47. Kc2,1
Black,mistake,47,Kc5,47. Kc5,1
Black,mistake,47,Kc7,47. Kc7,1
Black,mistake,47,Kd4,47. Kd4,1
Black,mistake,47,Ke7,47. Ke7,1
Black,mistake,47,Kf4,47. Kf4,1
Black,mistake,47,Kf6,47. Kf6,1
Black,mistake,47,Kg3,47. Kg3,1
Black,mistake,47,Kg6,47. Kg6,1
Black,mistake,47,Kg7,47. Kg7,1
Black,mistake,47,Kg8,47. Kg8,1
Black,mistake,47,Kh4,47. Kh4,1
Black,mistake,47,Kxc4,47. Kxc4,1
Black,mistake,47,Kxg3,47. Kxg3,1
Black,mistake,47,Kxg4,47. Kxg4,1
Black,mistake,47,Nc4,47. Nc4,1
Black,mistake,47,Nc6,47. Nc6,1
Black,mistake,47,Nc7+,47. Nc7+,1
Black,mistake,47,Nd5+,47. Nd5+,1
Black,mistake,47,Qc5,47. Qc5,1
Black,mistake,47,Qe1,47. Qe1,1
Black,mistake,47,Qf3+,47. Qf3+,1
Black,mistake,47,Qxh4,47. Qxh4,1
Black,mistake,47,Ra6,47. Ra6,1
Black,mistake,47,Rb1+,47. Rb1+,1
Black,mistake,47,Rc6,47. Rc6,1
Black,mistake,47,Rd3,47. Rd3,1
Black,mistake,47,Rf7+,47. Rf7+,1
Black,mistake,47,Rf8,47. Rf8,1
Black,mistake,47,Rg4,47. Rg4,1
Black,mistake,47,Rg5,47. Rg5,1
Black,mistake,47,Rxa6,47. Rxa6,1
Black,mistake,47,Rxd4,47. Rxd4,1
Black,mistake,47,Rxe6,47. Rxe6,1
Black,mistake,47,a2,47. a2,1
Black,mistake,47,a3,47. a3,1
Black,mistake,47,b4,47. b4,1
Black,mistake,47,b5,47. b5,1
Black,mistake,47,d5,47. d5,1
Black,mistake,47,e4,47. e4,1
Black,mistake,47,f5,47. f5,1
Black,mistake,47,g4,47. g4,1
Black,mistake,48,Ba2,48. Ba2,1
Black,mistake,48,Bb7,48. Bb7,1
Black,mistake,48,Bc4,48. Bc4,1
Black,mistake,48,Be4,48. Be4,1
Black,mistake,48,Be5,48. Be5,1
Black,mistake,48,Bf7,48. Bf7,1
Black,mistake,48,Bg5,48. Bg5,1
Black,mistake,48,Kc5,48. Kc5,1
Black,mistake,48,Kd4,48. Kd4,1
Black,mistake,48,Ke4,48. Ke4,1
Black,mistake,48,Ke5,48. Ke5,1
Black,mistake,48,Ke6,48. Ke6,1
Black,mistake,48,Kf7,48. Kf7,1
Black,mistake,48,Kf8,48. Kf8,1
Black,mistake,48,Kg3,48. Kg3,1
Black,mistake,48,Kg5,48. Kg5,1
Black,mistake,48,Kg7,48. Kg7,1
Black,mistake,48,Kxa5,48. Kxa5,1
Black,mistake,48,Kxb3,48. Kxb3,1
Black,mistake,48,Kxd1,48. Kxd1,1
Black,mistake,48,Kxd4,48. Kxd4,1
Black,mistake,48,Kxf5,48. Kxf5,1
Black,mistake,48,Nc4,48. Nc4,1
Black,mistake,48,Qb7,48. Qb7,1
Black,mistake,48,Qd1,48. Qd1,1
Black,mistake,48,Qe4+,48. Qe4+,1
Black,mistake,48,Qe5+,48. Qe5+,1
Black,mistake,48,Qf5,48. Qf5,1
Black,mistake,48,Qxc4+,48. Qxc4+,1
Black,mistake,48,Rb3,48. Rb3,1
Black,mistake,48,Rd1,48. Rd1,1
Black,mistake,48,Rd3,48. Rd3,1
Black,mistake,48,Rf1,48. Rf1,1
Black,mistake,48,Rxa2,48. Rxa2,1
Black,mistake,48,Rxa6+,48. Rxa6+,1
Black,mistake,48,Rxe2,48. Rxe2,1
Black,mistake,48,Rxf2,48. Rxf2,1
Black,mistake,48,Rxf6,48. Rxf6,1
Black,mistake,48,Rxg2,48. Rxg2,1
Black,mistake,48,Rxh4,48. Rxh4,1
Black,mistake,48,b1=B,48. b1=B,1
Black,mistake,48,b4,48. b4,1
Black,mistake,48,c4,48. c4,1
Black,mistake,48,c5,48. c5,1
Black,mistake,48,e5,48. e5,1
Black,mistake,48,f5,48. f5,1
Black,mistake,48,g2,48. g2,1
Black,mistake,48,h4,48. h4,1
Black,mistake,49,Bd3,49. Bd3,1
Black,mistake,49,Bd5+,49. Bd5+,1
Black,mistake,49,Bf5+,49. Bf5+,1
Black,mistake,49,Ka8,49. Ka8,1
Black,mistake,49,Kb4,49. Kb4,1
Black,mistake,49,Kc5,49. Kc5,1
Black,mistake,49,Kc6,49. Kc6,1
Black,mistake,49,Kd3,49. Kd3,1
Black,mistake,49,Ke6,49. Ke6,1
Black,mistake,49,Kg5,49. Kg5,1
Black,mistake,49,Kh7,49. Kh7,1
Black,mistake,49,Nb2,49. Nb2,1
Black,mistake,49,Nf5,49. Nf5,1
Black,mistake,49,Qc6+,49. Qc6+,1
Black,mistake,49,Qxd3,49. Qxd3,1
Black,mistake,49,Ra1+,49. Ra1+,1
Black,mistake,49,Ra2,49. Ra2,1
Black,mistake,49,Ra8,49. Ra8,1
Black,mistake,49,Rb3,49. Rb3,1
Black,mistake,49,Rb4,49. Rb4,1
Black,mistake,49,Rd5,49. Rd5,1
Black,mistake,49,Re1,49. Re1,1
Black,mistake,49,Re2,49. Re2,1
Black,mistake,49,Re7,49. Re7,1
Black,mistake,49,Rf2,49. Rf2,1
Black,mistake,49,Rg1,49. Rg1,1
Black,mistake,49,Rh2,49. Rh2,1
Black,mistake,49,Rxc4,49. Rxc4,1
Black,mistake,49,Rxg2+,49. Rxg2+,1
Black,mistake,49,a1=Q,49. a1=Q,1
Black,mistake,49,a2,49. a2,1
Black,mistake,49,a3,49. a3,1
Black,mistake,49,a4,49. a4,1
Black,mistake,49,a5,49. a5,1
Black,mistake,49,c1=Q,49. c1=Q,1
Black,mistake,49,g2,49. g2,1
Black,mistake,49,g5,49. g5,1
Black,mistake,49,h2,49. h2,1
Black,mistake,50,Be5+,50. Be5+,1
Black,mistake,50,Bg3,50. Bg3,1
Black,mistake,50,Kc5,50. Kc5,1
Black,mistake,50,Kc6,50. Kc6,1
Black,mistake,50,Kc8,50. Kc8,1
Black,mistake,50,Kd3,50. Kd3,1
Black,mistake,50,Ke3,50. Ke3,1
Black,mistake,50,Ke4,50. Ke4,1
Black,mistake,50,Ke7,50. Ke7,1
Black,mistake,50,Kf5,50. Kf5,1
Black,mistake,50,Kh4,50. Kh4,1
Black,mistake,50,Kh6,50. Kh6,1
Black,mistake,50,Kxf5,50. Kxf5,1
Black,mistake,50,Nc2,50. Nc2,1
Black,mistake,50,Nd3,50. Nd3,1
Black,mistake,50,Nd7,50. Nd7,1
Black,mistake,50,Qb5,50. Qb5,1
Black,mistake,50,Qd2,50. Qd2,1
Black,mistake,50,Qd3+,50. Qd3+,1
Black,mistake,50,Qg5,50. Qg5,1
Black,mistake,50,Qh1+,50. Qh1+,1
Black,mistake,50,Qxf5+,50. Qxf5+,1
Black,mistake,50,Ra6,50. Ra6,1
Black,mistake,50,Rb6+,50. Rb6+,1
Black,mistake,50,Rc3,50. Rc3,1
Black,mistake,50,Rd4,50. Rd4,1
Black,mistake,50,Rd5,50. Rd5,1
Black,mistake,50,Re8,50. Re8,1
Black,mistake,50,Rg5,50. Rg5,1
Black,mistake,50,Rh5,50. Rh5,1
Black,mistake,50,Rxa4,50. Rxa4,1
Black,mistake,50,Rxc2,50. Rxc2,1
Black,mistake,50,Rxc4,50. Rxc4,1
Black,mistake,50,Rxf3+,50. Rxf3+,1
Black,mistake,50,Rxf5,50. Rxf5,1
Black,mistake,50,a6,50. a6,1
Black,mistake,50,b4,50. b4,1
Black,mistake,50,f5+,50. f5+,1
Black,mistake,50,g3+,50. g3+,1
Black,mistake,50,gxh5,50. gxh5,1
Black,mistake,50,h3,50. h3,1
Black,mistake,50,h5,50. h5,1
Black,mistake,51,Bc7,51. Bc7,1
Black,mistake,51,Bd6,51. Bd6,1
Black,mistake,51,Be2,51. Be2,1
Black,mistake,51,Bf6,51. Bf6,1
Black,mistake,51,Bh2,51. Bh2,1
Black,mistake,51,Bh7,51. Bh7,1
Black,mistake,51,Bxe6,51. Bxe6,1
Black,mistake,51,Kb5,51. Kb5,1
Black,mistake,51,Kc4,51. Kc4,1
Black,mistake,51,Kc7,51. Kc7,1
Black,mistake,51,Kd7,51. Kd7,1
Black,mistake,51,Ke4,51. Ke4,1
Black,mistake,51,Kf7,51. Kf7,1
Black,mistake,51,Kg4,51. Kg4,1
Black,mistake,51,Kg6,51. Kg6,1
Black,mistake,51,Kg8,51. Kg8,1
Black,mistake,51,Kh3,51. Kh3,1
Black,mistake,51,Kh5,51. Kh5,1
Black,mistake,51,Nd6+,51. Nd6+,1
Black,mistake,51,Ne6,51. Ne6,1
Black,mistake,51,Qb4,51. Qb4,1
Black,mistake,51,Qd8,51. Qd8,1
Black,mistake,51,Qxa3,51. Qxa3,1
Black,mistake,51,Qxd3+,51. Qxd3+,1
Black,mistake,51,Rc6+,51. Rc6+,1
Black,mistake,51,Rd3,51. Rd3,1
Black,mistake,51,Rg5,51. Rg5,1
Black,mistake,51,Rg8,51. Rg8,1
Black,mistake,51,Rxb3,51. Rxb3,1
Black,mistake,51,Rxc3+,51. Rxc3+,1
Black,mistake,51,Rxc6+,51. Rxc6+,1
Black,mistake,51,Rxd5,51. Rxd5,1
Black,mistake,51,Rxd5+,51. Rxd5+,1
Black,mistake,51,a2,51. a2,1
Black,mistake,51,a4,51. a4,1
Black,mistake,51,c4,51. c4,1
Black,mistake,51,e3,51. e3,1
Black,mistake,51,f5,51. f5,1
Black,mistake,51,g2+,51. g2+,1
Black,mistake,51,h4,51. h4,1
Black,mistake,52,Bd5+,52. Bd5+,1
Black,mistake,52,Be5,52. Be5,1
Black,mistake,52,Kd5,52. Kd5,1
Black,mistake,52,Ke4,52. Ke4,1
Black,mistake,52,Ke5,52. Ke5,1
Black,mistake,52,Ke6,52. Ke6,1
Black,mistake,52,Kg2,52. Kg2,1
Black,mistake,52,Kg7,52. Kg7,1
Black,mistake,52,Kxh3,52. Kxh3,1
Black,mistake,52,Ne4,52. Ne4,1
Black,mistake,52,Qb4,52. Qb4,1
Black,mistake,52,Qe4+,52. Qe4+,1
Black,mistake,52,Qf8,52. Qf8,1
Black,mistake,52,Qxa6,52. Qxa6,1
Black,mistake,52,R2b7,52. R2b7,1
Black,mistake,52,Rb5+,52. Rb5+,1
Black,mistake,52,Rcc2,52. Rcc2,1
Black,mistake,52,Rd7,52. Rd7,1
Black,mistake,52,Rf7,52. Rf7,1
Black,mistake,52,Rg5,52. Rg5,1
Black,mistake,52,Rh1,52. Rh1,1
Black,mistake,52,Rxc5,52. Rxc5,1
Black,mistake,52,Rxh7,52. Rxh7,1
Black,mistake,52,f3,52. f3,1
Black,mistake,52,g3,52. g3,1
Black,mistake,52,h3,52. h3,1
Black,mistake,53,Bc7,53. Bc7,1
Black,mistake,53,Be3,53. Be3,1
Black,mistake,53,Bf4,53. Bf4,1
Black,mistake,53,Kb1,53. Kb1,1
Black,mistake,53,Kd3,53. Kd3,1
Black,mistake,53,Kd4,53. Kd4,1
Black,mistake,53,Ke4,53. Ke4,1
Black,mistake,53,Ke6,53. Ke6,1
Black,mistake,53,Kf2,53. Kf2,1
Black,mistake,53,Kf5,53. Kf5,1
Black,mistake,53,Kf7,53. Kf7,1
Black,mistake,53,Kg2,53. Kg2,1
Black,mistake,53,Kxe5,53. Kxe5,1
Black,mistake,53,Nd4,53. Nd4,1
Black,mistake,53,Ne6,53. Ne6,1
Black,mistake,53,Nf2,53. Nf2,1
Black,mistake,53,Ra5,53. Ra5,1
Black,mistake,53,Rc1+,53. Rc1+,1
Black,mistake,53,a1=Q,53. a1=Q,1
Black,mistake,53,a2,53. a2,1
Black,mistake,53,e4,53. e4,1
Black,mistake,53,fxg6,53. fxg6,1
Black,mistake,53,g2+,53. g2+,1
Black,mistake,54,Kc7,54. Kc7,1
Black,mistake,54,Kd4,54. Kd4,1
Black,mistake,54,Ke2,54. Ke2,1
Black,mistake,54,Ke6,54. Ke6,1
Black,mistake,54,Kf3,54. Kf3,1
Black,mistake,54,Kf8,54. Kf8,1
Black,mistake,54,Kg2,54. Kg2,1
Black,mistake,54,Kh2,54. Kh2,1
Black,mistake,54,Kxd4,54. Kxd4,1
Black,mistake,54,Ng2,54. Ng2,1
Black,mistake,54,Qe1+,54. Qe1+,1
Black,mistake,54,Ra7,54. Ra7,1
Black,mistake,54,Rb1,54. Rb1,1
Black,mistake,54,a5,54. a5,1
Black,mistake,54,b5,54. b5,1
Black,mistake,54,f5,54. f5,1
Black,mistake,54,g3,54. g3,1
Black,mistake,54,h1=Q,54. h1=Q,1
Black,mistake,54,h3,54. h3,1
Black,mistake,54,h4,54. h4,1
Black,mistake,55,Bb3,55. Bb3,1
Black,mistake,55,Bf7,55. Bf7,1
Black,mistake,55,Ka5,55. Ka5,1
Black,mistake,55,Kc5,55. Kc5,1
Black,mistake,55,Kd4,55. Kd4,1
Black,mistake,55,Kd8,55. Kd8,1
Black,mistake,55,Ke4,55. Ke4,1
Black,mistake,55,Ke5,55. Ke5,1
Black,mistake,55,Kf2,55. Kf2,1
Black,mistake,55,Kg8,55. Kg8,1
Black,mistake,55,Kh5,55. Kh5,1
Black,mistake,55,Nf4,55. Nf4,1
Black,mistake,55,Qc6,55. Qc6,1
Black,mistake,55,Ra6,55. Ra6,1
Black,mistake,55,Ra8,55. Ra8,1
Black,mistake,55,Re5,55. Re5,1
Black,mistake,55,Rxf5,55. Rxf5,1
Black,mistake,55,f2,55. f2,1
Black,mistake,55,f5,55. f5,1
Black,mistake,55,h5,55. h5,1
Black,mistake,56,Ba3,56. Ba3,1
Black,mistake,56,Ka7,56. Ka7,1
Black,mistake,56,Kb7,56. Kb7,1
Black,mistake,56,Kd8,56. Kd8,1
Black,mistake,56,Kf4,56. Kf4,1
Black,mistake,56,Kf5,56. Kf5,1
Black,mistake,56,Kg5,56. Kg5,1
Black,mistake,56,Nf3+,56. Nf3+,1
Black,mistake,56,Qd4+,56. Qd4+,1
Black,mistake,56,Qg7+,56. Qg7+,1
Black,mistake,56,Rb8,56. Rb8,1
Black,mistake,56,Rc1,56. Rc1,1
Black,mistake,56,Rf8,56. Rf8,1
Black,mistake,56,Rh4+,56. Rh4+,1
Black,mistake,56,f5,56. f5,1
Black,mistake,56,g3,56. g3,1
Black,mistake,56,h1=Q,56. h1=Q,1
Black,mistake,56,h4,56. h4,1
Black,mistake,57,Bxe6,57. Bxe6,1
Black,mistake,57,Kb3,57. Kb3,1
Black,mistake,57,Kb5,57. Kb5,1
Black,mistake,57,Kc5,57. Kc5,1
Black,mistake,57,Kd1,57. Kd1,1
Black,mistake,57,Kd6,57. Kd6,1
Black,mistake,57,Ke5,57. Ke5,1
Black,mistake,57,Kf3,57. Kf3,1
Black,mistake,57,Kf4,57. Kf4,1
Black,mistake,57,Kf8,57. Kf8,1
Black,mistake,57,Kh2,57. Kh2,1
Black,mistake,57,Rb3+,57. Rb3+,1
Black,mistake,57,Rb8,57. Rb8,1
Black,mistake,57,Rc3,57. Rc3,1
Black,mistake,57,Rf4,57. Rf4,1
Black,mistake,57,Rf6,57. Rf6,1
Black,mistake,57,Rh4+,57. Rh4+,1
Black,mistake,57,a5,57. a5,1
Black,mistake,57,d2,57. d2,1
Black,mistake,57,f6,57. f6,1
Black,mistake,57,h4,57. h4,1
Black,mistake,57,h5,57. h5,1
Black,mistake,58,Bc7,58. Bc7,1
Black,mistake,58,Be5,58. Be5,1
Black,mistake,58,Kc7,58. Kc7,1
Black,mistake,58,Kd4,58. Kd4,1
Black,mistake,58,Kd8,58. Kd8,1
Black,mistake,58,Kxe8,58. Kxe8,1
Black,mistake,58,Kxh4,58. Kxh4,1
Black,mistake,58,Ra4,58. Ra4,1
Black,mistake,58,Rc4,58. Rc4,1
Black,mistake,58,Rxb7,58. Rxb7,1
Black,mistake,58,c5,58. c5,1
Black,mistake,58,d4,58. d4,1
Black,mistake,58,f4,58. f4,1
Black,mistake,58,g1=B,58. g1=B,1
Black,mistake,58,h4,58. h4,1
Black,mistake,59,Bc4+,59. Bc4+,1
Black,mistake,59,Bf4+,59. Bf4+,1
Black,mistake,59,Kc6,59. Kc6,1
Black,mistake,59,Kd4,59. Kd4,1
Black,mistake,59,Kd7,59. Kd7,1
Black,mistake,59,Kf6,59. Kf6,1
Black,mistake,59,Kf7,59. Kf7,1
Black,mistake,59,Kg4,59. Kg4,1
Black,mistake,59,Kh4,59. Kh4,1
Black,mistake,59,Qxa7,59. Qxa7,1
Black,mistake,59,Rc6,59. Rc6,1
Black,mistake,59,Rd2,59. Rd2,1
Black,mistake,59,Re8,59. Re8,1
Black,mistake,59,Rg3,59. Rg3,1
Black,mistake,59,Rxb7,59. Rxb7,1
Black,mistake,59,c4,59. c4,1
Black,mistake,59,f1=Q,59. f1=Q,1
Black,mistake,59,f4,59. f4,1
Black,mistake,60,Ka5,60. Ka5,1
Black,mistake,60,Kc3,60. Kc3,1
Black,mistake,60,Ke7,60. Ke7,1
Black,mistake,60,Kf4,60. Kf4,1
Black,mistake,60,Kg4,60. Kg4,1
Black,mistake,60,Nc5,60. Nc5,1
Black,mistake,60,Qc3,60. Qc3,1
Black,mistake,60,Qh1+,60. Qh1+,1
Black,mistake,60,d4,60. d4,1
Black,mistake,60,g2,60. g2,1
Black,mistake,61,Ba5+,61. Ba5+,1
Black,mistake,61,Kc5,61. Kc5,1
Black,mistake,61,Kd2,61. Kd2,1
Black,mistake,61,Kd7,61. Kd7,1
Black,mistake,61,Kh3,61. Kh3,1
Black,mistake,61,Qd1+,61. Qd1+,1
Black,mistake,61,Qe4+,61. Qe4+,1
Black,mistake,61,Rd8+,61. Rd8+,1
Black,mistake,61,a4,61. a4,1
Black,mistake,61,a5,61. a5,1
Black,mistake,61,h2,61. h2,1
Black,mistake,62,Kd1,62. Kd1,1
Black,mistake,62,Ke3,62. Ke3,1
Black,mistake,62,Ke7,62. Ke7,1
Black,mistake,62,Kf5,62. Kf5,1
Black,mistake,62,Na4,62. Na4,1
Black,mistake,62,Qb7,62. Qb7,1
Black,mistake,62,Qd5+,62. Qd5+,1
Black,mistake,62,Rb7+,62. Rb7+,1
Black,mistake,62,Rd4,62. Rd4,1
Black,mistake,62,g4,62. g4,1
Black,mistake,62,gxf4,62. gxf4,1
Black,mistake,62,h1=Q,62. h1=Q,1
Black,mistake,63,Kc3,63. Kc3,1
Black,mistake,63,Kf2,63. Kf2,1
Black,mistake,63,Kf3,63. Kf3,1
Black,mistake,63,Kf4,63. Kf4,1
Black,mistake,63,Kf6,63. Kf6,1
Black,mistake,63,Kg5,63. Kg5,1
Black,mistake,63,Qf5+,63. Qf5+,1
Black,mistake,63,Qh1+,63. Qh1+,1
Black,mistake,63,Qxh4,63. Qxh4,1
Black,mistake,63,Rf2,63. Rf2,1
Black,mistake,63,Rg4,63. Rg4,1
Black,mistake,63,b2,63. b2,1
Black,mistake,64,Kc3,64. Kc3,1
Black,mistake,64,Kc5,64. Kc5,1
Black,mistake,64,Kd2,64. Kd2,1
Black,mistake,64,Kd3,64. Kd3,1
Black,mistake,64,Kh5,64. Kh5,1
Black,mistake,64,Qa8,64. Qa8,1
Black,mistake,64,Qc1+,64. Qc1+,1
Black,mistake,64,Qd4,64. Qd4,1
Black,mistake,64,g4,64. g4,1
Black,mistake,64,h5,64. h5,1
Black,mistake,65,Ke5,65. Ke5,1
Black,mistake,65,Qf3+,65. Qf3+,1
Black,mistake,65,g5,65. g5,1
Black,mistake,65,h3,65. h3,1
Black,mistake,66,Ka7,66. Ka7,1
Black,mistake,66,Kf8,66. Kf8,1
Black,mistake,66,Rc4,66. Rc4,1
Black,mistake,66,c2,66. c2,1
Black,mistake,67,Kh2,67. Kh2,1
Black,mistake,67,Rb8,67. Rb8,1
Black,mistake,68,Ke5,68. Ke5,1
Black,mistake,68,h4,68. h4,1
Black,mistake,69,Bg3,69. Bg3,1
Black,mistake,69,Ka7,69. Ka7,1
Black,mistake,69,Kb4,69. Kb4,1
Black,mistake,69,Kf5,69. Kf5,1
Black,mistake,69,Kxh2,69. Kxh2,1
Black,mistake,69,h3,69. h3,1
Black,mistake,70,Be8,70. Be8,1
Black,mistake,70,Ka2,70. Ka2,1
Black,mistake,70,Ke5,70. Ke5,1
Black,mistake,70,Kf4,70. Kf4,1
Black,mistake,70,Kg4,70. Kg4,1
Black,mistake,71,Kc3,71. Kc3,1
Black,mistake,71,Kc8,71. Kc8,1
Black,mistake,71,Kd5,71. Kd5,1
Black,mistake,71,Rxb7+,71. Rxb7+,1
Black,mistake,71,axb4,71. axb4,1
Black,mistake,72,Kc4,72. Kc4,1
Black,mistake,72,g4,72. g4,1
Black,mistake,73,h2,73. h2,1
Black,mistake,74,Ke4,74. Ke4,1
Black,mistake,74,Kf4,74. Kf4,1
Black,mistake,75,h4,75. h4,1
Black,mistake,76,Kg4,76. Kg4,1
Black,mistake,76,h5,76. h5,1
Black,mistake,77,Kf5,77. Kf5,1
Black,mistake,79,Kd7,79. Kd7,1
Black,mistake,82,Ke7,82. Ke7,1
Black,mistake,82,Kf3,82. Kf3,1
Black,mistake,89,Kc3,89. Kc3,1
