side,error_type,move_number,san,move_san,count
Black,blunder,27,Rxd8,27. Rxd8,1
Black,blunder,27,Rxe2,27. Rxe2,1
Black,blunder,27,Rxe3,27. Rxe3,1
Black,blunder,27,Rxf1,27. Rxf1,1
Black,blunder,27,Rxf2,27. Rxf2,1
Black,blunder,27,Rxf2+,27. Rxf2+,1
Black,blunder,27,Rxf3,27. Rxf3,1
Black,blunder,27,Rxf7,27. Rxf7,1
Black,blunder,27,Rxg2+,27. Rxg2+,1
Black,blunder,27,Rxg5,27. Rxg5,1
Black,blunder,27,a1=Q,27. a1=Q,1
Black,blunder,27,b3,27. b3,1
Black,blunder,27,c5,27. c5,1
Black,blunder,27,dxc4,27. dxc4,1
Black,blunder,27,e5,27. e5,1
Black,blunder,27,f4,27. f4,1
Black,blunder,27,fxe4,27. fxe4,1
Black,blunder,27,fxe6,27. fxe6,1
Black,blunder,27,fxg3,27. fxg3,1
Black,blunder,27,fxg4,27. fxg4,1
Black,blunder,27,g5,27. g5,1
Black,blunder,27,h4,27. h4,1
Black,blunder,27,h5,27. h5,1
Black,blunder,28,Bb5,28. Bb5,1
Black,blunder,28,Bb6,28. Bb6,1
Black,blunder,28,Bc5,28. Bc5,1
Black,blunder,28,Bc6,28. Bc6,1
Black,blunder,28,Bd5+,28. Bd5+,1
Black,blunder,28,Bd6,28. Bd6,1
Black,blunder,28,Bd7,28. Bd7,1
Black,blunder,28,Be4,28. Be4,1
Black,blunder,28,Be5,28. Be5,1
Black,blunder,28,Be6,28. Be6,1
Black,blunder,28,Be6+,28. Be6+,1
Black,blunder,28,Be7,28. Be7,1
Black,blunder,28,Bf2+,28. Bf2+,1
Black,blunder,28,Bf3,28. Bf3,1
Black,blunder,28,Bf6,28. Bf6,1
Black,blunder,28,Bg3+,28. Bg3+,1
Black,blunder,28,Bg4,28. Bg4,1
Black,blunder,28,Bg8,28. Bg8,1
Black,blunder,28,Bh4,28. Bh4,1
Black,blunder,28,Bh6,28. Bh6,1
Black,blunder,28,Bxc3,28. Bxc3,1
Black,blunder,28,Bxd3,28. Bxd3,1
Black,blunder,28,Bxd4,28. Bxd4,1
Black,blunder,28,Bxd6,28. Bxd6,1
Black,blunder,28,Bxd7,28. Bxd7,1
Black,blunder,28,Bxe2,28. Bxe2,1
Black,blunder,28,Bxe5,28. Bxe5,1
Black,blunder,28,Bxe6,28. Bxe6,1
Black,blunder,28,Bxf3,28. Bxf3,1
Black,blunder,28,Bxf7,28. Bxf7,1
Black,blunder,28,Bxg3,28. Bxg3,1
Black,blunder,28,Bxh1,28. Bxh1,1
Black,blunder,28,Kb4,28. Kb4,1
Black,blunder,28,Kb8,28. Kb8,1
Black,blunder,28,Kd8,28. Kd8,1
Black,blunder,28,Ke5,28. Ke5,1
Black,blunder,28,Ke8,28. Ke8,1
Black,blunder,28,Kg5,28. Kg5,1
Black,blunder,28,Kg7,28. Kg7,1
Black,blunder,28,Kh6,28. Kh6,1
Black,blunder,28,Kxf7,28. Kxf7,1
Black,blunder,28,Kxh7,28. Kxh7,1
Black,blunder,28,Nb4,28. Nb4,1
Black,blunder,28,Nd4,28. Nd4,1
Black,blunder,28,Nd4+,28. Nd4+,1
Black,blunder,28,Nd6,28. Nd6,1
Black,blunder,28,Ne4,28. Ne4,1
Black,blunder,28,Ne6,28. Ne6,1
Black,blunder,28,Nf1,28. Nf1,1
Black,blunder,28,Nf3,28. Nf3,1
Black,blunder,28,Nf4+,28. Nf4+,1
Black,blunder,28,Ng5,28. Ng5,1
Black,blunder,28,Ngxe5,28. Ngxe5,1
Black,blunder,28,Nxd8,28. Nxd8,1
Black,blunder,28,Nxe5,28. Nxe5,1
Black,blunder,28,Nxf2+,28. Nxf2+,1
Black,blunder,28,Nxf3+,28. Nxf3+,1
Black,blunder,28,Nxf4,28. Nxf4,1
Black,blunder,28,O-O,28. O-O,1
Black,blunder,28,Qa3,28. Qa3,1
Black,blunder,28,Qa5+,28. Qa5+,1
Black,blunder,28,Qa6,28. Qa6,1
Black,blunder,28,Qb2,28. Qb2,1
Black,blunder,28,Qb3,28. Qb3,1
Black,blunder,28,Qc1,28. Qc1,1
Black,blunder,28,Qc1+,28. Qc1+,1
Black,blunder,28,Qc3,28. Qc3,1
Black,blunder,28,Qc5,28. Qc5,1
Black,blunder,28,Qc6+,28. Qc6+,1
Black,blunder,28,Qd1,28. Qd1,1
Black,blunder,28,Qd2,28. Qd2,1
Black,blunder,28,Qd3+,28. Qd3+,1
Black,blunder,28,Qd7,28. Qd7,1
Black,blunder,28,Qd8,28. Qd8,1
Black,blunder,28,Qe5,28. Qe5,1
Black,blunder,28,Qf2,28. Qf2,1
Black,blunder,28,Qg2+,28. Qg2+,1
Black,blunder,28,Qg3+,28. Qg3+,1
Black,blunder,28,Qh3,28. Qh3,1
Black,blunder,28,Qh5,28. Qh5,1
Black,blunder,28,Qxa3,28. Qxa3,1
Black,blunder,28,Qxc2,28. Qxc2,1
Black,blunder,28,Qxc3,28. Qxc3,1
Black,blunder,28,Qxc3+,28. Qxc3+,1
Black,blunder,28,Qxd3,28. Qxd3,1
Black,blunder,28,Qxd4,28. Qxd4,1
Black,blunder,28,Qxd6,28. Qxd6,1
Black,blunder,28,Qxe4,28. Qxe4,1
Black,blunder,28,Qxe5,28. Qxe5,1
Black,blunder,28,Qxf3,28. Qxf3,1
Black,blunder,28,Qxf5,28. Qxf5,1
Black,blunder,28,Qxg3,28. Qxg3,1
Black,blunder,28,Qxh1+,28. Qxh1+,1
Black,blunder,28,Qxh3+,28. Qxh3+,1
Black,blunder,28,Qxh4,28. Qxh4,1
Black,blunder,28,Ra1,28. Ra1,1
Black,blunder,28,Ra3,28. Ra3,1
Black,blunder,28,Ra5,28. Ra5,1
Black,blunder,28,Ra8,28. Ra8,1
Black,blunder,28,Rac8+,28. Rac8+,1
Black,blunder,28,Raxa2,28. Raxa2,1
Black,blunder,28,Raxf2,28. Raxf2,1
Black,blunder,28,Rb1,28. Rb1,1
Black,blunder,28,Rb4,28. Rb4,1
Black,blunder,28,Rb7,28. Rb7,1
Black,blunder,28,Rbb2,28. Rbb2,1
Black,blunder,28,Rc1,28. Rc1,1
Black,blunder,28,Rc1+,28. Rc1+,1
Black,blunder,28,Rc5,28. Rc5,1
Black,blunder,28,Rc6,28. Rc6,1
Black,blunder,28,Rce8,28. Rce8,1
Black,blunder,28,Rd4,28. Rd4,1
Black,blunder,28,Rd7,28. Rd7,1
Black,blunder,28,Rd8+,28. Rd8+,1
Black,blunder,28,Rdxd7,28. Rdxd7,1
Black,blunder,28,Re5,28. Re5,1
Black,blunder,28,Re6,28. Re6,1
Black,blunder,28,Re8,28. Re8,1
Black,blunder,28,Red8,28. Red8,1
Black,blunder,28,Ree3,28. Ree3,1
Black,blunder,28,Rf2,28. Rf2,1
Black,blunder,28,Rf2+,28. Rf2+,1
Black,blunder,28,Rf3,28. Rf3,1
Black,blunder,28,Rf5+,28. Rf5+,1
Black,blunder,28,Rf6,28. Rf6,1
Black,blunder,28,Rfc8,28. Rfc8,1
Black,blunder,28,Rfd8,28. Rfd8,1
Black,blunder,28,Rfe8,28. Rfe8,1
Black,blunder,28,Rg1+,28. Rg1+,1
Black,blunder,28,Rg6,28. Rg6,1
Black,blunder,28,Rg7,28. Rg7,1
Black,blunder,28,Rh1+,28. Rh1+,1
Black,blunder,28,Rh2,28. Rh2,1
Black,blunder,28,Rh8,28. Rh8,1
Black,blunder,28,Rxb2,28. Rxb2,1
Black,blunder,28,Rxb4,28. Rxb4,1
Black,blunder,28,Rxc2+,28. Rxc2+,1
Black,blunder,28,Rxc3,28. Rxc3,1
Black,blunder,28,Rxc5,28. Rxc5,1
Black,blunder,28,Rxd3,28. Rxd3,1
Black,blunder,28,Rxd8,28. Rxd8,1
Black,blunder,28,Rxe1+,28. Rxe1+,1
Black,blunder,28,Rxe3+,28. Rxe3+,1
Black,blunder,28,Rxe8,28. Rxe8,1
Black,blunder,28,Rxf2,28. Rxf2,1
Black,blunder,28,Rxf3,28. Rxf3,1
Black,blunder,28,Rxf4,28. Rxf4,1
Black,blunder,28,Rxf6,28. Rxf6,1
Black,blunder,28,Rxf7,28. Rxf7,1
Black,blunder,28,Rxg5,28. Rxg5,1
Black,blunder,28,Rxg8,28. Rxg8,1
Black,blunder,28,Rxh2,28. Rxh2,1
Black,blunder,28,Rxh2+,28. Rxh2+,1
Black,blunder,28,a2,28. a2,1
Black,blunder,28,b4,28. b4,1
Black,blunder,28,c2,28. c2,1
Black,blunder,28,c4,28. c4,1
Black,blunder,28,e2,28. e2,1
Black,blunder,28,e3,28. e3,1
Black,blunder,28,e5,28. e5,1
Black,blunder,28,exd5,28. exd5,1
Black,blunder,28,exf3,28. exf3,1
Black,blunder,28,exf4,28. exf4,1
Black,blunder,28,f6,28. f6,1
Black,blunder,28,f6+,28. f6+,1
Black,blunder,28,fxe5,28. fxe5,1
Black,blunder,28,fxg4,28. fxg4,1
Black,blunder,28,g6,28. g6,1
Black,blunder,28,gxh3,28. gxh3,1
Black,blunder,28,gxh6,28. gxh6,1
Black,blunder,28,h5,28. h5,1
Black,blunder,28,h5+,28. h5+,1
Black,blunder,28,h6,28. h6,1
Black,blunder,28,hxg5,28. hxg5,1
Black,blunder,29,Bc3,29. Bc3,1
Black,blunder,29,Bc6,29. Bc6,1
Black,blunder,29,Bc7,29. Bc7,1
Black,blunder,29,Bd3,29. Bd3,1
Black,blunder,29,Be3,29. Be3,1
Black,blunder,29,Bf1,29. Bf1,1
Black,blunder,29,Bf4+,29. Bf4+,1
Black,blunder,29,Bf6,29. Bf6,1
Black,blunder,29,Bg5+,29. Bg5+,1
Black,blunder,29,Bxa3,29. Bxa3,1
Black,blunder,29,Bxa4,29. Bxa4,1
Black,blunder,29,Bxc3,29. Bxc3,1
Black,blunder,29,Bxc4,29. Bxc4,1
Black,blunder,29,Bxd3,29. Bxd3,1
Black,blunder,29,Bxe1,29. Bxe1,1
Black,blunder,29,Bxe2,29. Bxe2,1
Black,blunder,29,Bxg2,29. Bxg2,1
Black,blunder,29,Bxh3,29. Bxh3,1
Black,blunder,29,Ka7,29. Ka7,1
Black,blunder,29,Kb6,29. Kb6,1
Black,blunder,29,Ke7,29. Ke7,1
Black,blunder,29,Ke8,29. Ke8,1
Black,blunder,29,Kf6,29. Kf6,1
Black,blunder,29,Kg7,29. Kg7,1
Black,blunder,29,Kh5,29. Kh5,1
Black,blunder,29,Kh6,29. Kh6,1
Black,blunder,29,Kxg5,29. Kxg5,1
Black,blunder,29,Nb4,29. Nb4,1
Black,blunder,29,Nb6,29. Nb6,1
Black,blunder,29,Nc4,29. Nc4,1
Black,blunder,29,Nc5,29. Nc5,1
Black,blunder,29,Nc6,29. Nc6,1
Black,blunder,29,Nd4+,29. Nd4+,1
Black,blunder,29,Nd5,29. Nd5,1
Black,blunder,29,Ne1,29. Ne1,1
Black,blunder,29,Ne2,29. Ne2,1
Black,blunder,29,Ne3,29. Ne3,1
Black,blunder,29,Ne4+,29. Ne4+,1
Black,blunder,29,Ne5,29. Ne5,1
Black,blunder,29,Nf3+,29. Nf3+,1
Black,blunder,29,Nf4,29. Nf4,1
Black,blunder,29,Nf4+,29. Nf4+,1
Black,blunder,29,Nf7,29. Nf7,1
Black,blunder,29,Nfg4,29. Nfg4,1
Black,blunder,29,Ng6,29. Ng6,1
Black,blunder,29,Nh5,29. Nh5,1
Black,blunder,29,Nxa1,29. Nxa1,1
Black,blunder,29,Nxd2,29. Nxd2,1
Black,blunder,29,Nxe4,29. Nxe4,1
Black,blunder,29,Nxf2,29. Nxf2,1
Black,blunder,29,Nxf4,29. Nxf4,1
Black,blunder,29,Qa2,29. Qa2,1
Black,blunder,29,Qb1,29. Qb1,1
Black,blunder,29,Qb2,29. Qb2,1
Black,blunder,29,Qb4,29. Qb4,1
Black,blunder,29,Qb4+,29. Qb4+,1
Black,blunder,29,Qb6,29. Qb6,1
Black,blunder,29,Qc1+,29. Qc1+,1
Black,blunder,29,Qd1+,29. Qd1+,1
Black,blunder,29,Qd5,29. Qd5,1
Black,blunder,29,Qd7,29. Qd7,1
Black,blunder,29,Qe2,29. Qe2,1
Black,blunder,29,Qe2+,29. Qe2+,1
Black,blunder,29,Qe3+,29. Qe3+,1
Black,blunder,29,Qe4,29. Qe4,1
Black,blunder,29,Qe4+,29. Qe4+,1
Black,blunder,29,Qe5+,29. Qe5+,1
Black,blunder,29,Qe7,29. Qe7,1
Black,blunder,29,Qe8,29. Qe8,1
Black,blunder,29,Qf2+,29. Qf2+,1
Black,blunder,29,Qf3,29. Qf3,1
Black,blunder,29,Qf3+,29. Qf3+,1
Black,blunder,29,Qf4,29. Qf4,1
Black,blunder,29,Qf5,29. Qf5,1
Black,blunder,29,Qf6,29. Qf6,1
Black,blunder,29,Qg5,29. Qg5,1
Black,blunder,29,Qg6+,29. Qg6+,1
Black,blunder,29,Qg7,29. Qg7,1
Black,blunder,29,Qh4+,29. Qh4+,1
Black,blunder,29,Qh5,29. Qh5,1
Black,blunder,29,Qh7,29. Qh7,1
Black,blunder,29,Qxa2,29. Qxa2,1
Black,blunder,29,Qxa3,29. Qxa3,1
Black,blunder,29,Qxa4+,29. Qxa4+,1
Black,blunder,29,Qxb2,29. Qxb2,1
Black,blunder,29,Qxb3,29. Qxb3,1
Black,blunder,29,Qxc2,29. Qxc2,1
Black,blunder,29,Qxc5,29. Qxc5,1
Black,blunder,29,Qxd4,29. Qxd4,1
Black,blunder,29,Qxd6,29. Qxd6,1
Black,blunder,29,Qxf2,29. Qxf2,1
Black,blunder,29,Qxf4,29. Qxf4,1
Black,blunder,29,Qxg3+,29. Qxg3+,1
Black,blunder,29,Qxg6,29. Qxg6,1
Black,blunder,29,Qxh1,29. Qxh1,1
Black,blunder,29,Qxh2+,29. Qxh2+,1
Black,blunder,29,R3g5,29. R3g5,1
Black,blunder,29,Ra1+,29. Ra1+,1
Black,blunder,29,Ra2,29. Ra2,1
Black,blunder,29,Ra7,29. Ra7,1
Black,blunder,29,Rac2+,29. Rac2+,1
Black,blunder,29,Rad8,29. Rad8,1
Black,blunder,29,Rae8,29. Rae8,1
Black,blunder,29,Rb2,29. Rb2,1
Black,blunder,29,Rb3,29. Rb3,1
Black,blunder,29,Rb7,29. Rb7,1
Black,blunder,29,Rb8,29. Rb8,1
Black,blunder,29,Rc1,29. Rc1,1
Black,blunder,29,Rc2,29. Rc2,1
Black,blunder,29,Rc3,29. Rc3,1
Black,blunder,29,Rc4,29. Rc4,1
Black,blunder,29,Rc7,29. Rc7,1
Black,blunder,29,Rcc2,29. Rcc2,1
Black,blunder,29,Rd3,29. Rd3,1
Black,blunder,29,Rd3+,29. Rd3+,1
Black,blunder,29,Rd5,29. Rd5,1
Black,blunder,29,Rdc8,29. Rdc8,1
Black,blunder,29,Rdg5,29. Rdg5,1
Black,blunder,29,Re1+,29. Re1+,1
Black,blunder,29,Re2,29. Re2,1
Black,blunder,29,Re4,29. Re4,1
Black,blunder,29,Re6+,29. Re6+,1
Black,blunder,29,Rexf2+,29. Rexf2+,1
Black,blunder,29,Rf2,29. Rf2,1
Black,blunder,29,Rff2,29. Rff2,1
Black,blunder,29,Rg7,29. Rg7,1
Black,blunder,29,Rg8,29. Rg8,1
Black,blunder,29,Rg8+,29. Rg8+,1
Black,blunder,29,Rh1,29. Rh1,1
Black,blunder,29,Rh7,29. Rh7,1
Black,blunder,29,Rxb1,29. Rxb1,1
Black,blunder,29,Rxb2,29. Rxb2,1
Black,blunder,29,Rxb3,29. Rxb3,1
Black,blunder,29,Rxc3,29. Rxc3,1
Black,blunder,29,Rxc5,29. Rxc5,1
Black,blunder,29,Rxd1,29. Rxd1,1
Black,blunder,29,Rxd2+,29. Rxd2+,1
Black,blunder,29,Rxd7,29. Rxd7,1
Black,blunder,29,Rxe3,29. Rxe3,1
Black,blunder,29,Rxe5,29. Rxe5,1
Black,blunder,29,Rxf2,29. Rxf2,1
Black,blunder,29,Rxg3+,29. Rxg3+,1
Black,blunder,29,a3,29. a3,1
Black,blunder,29,b2,29. b2,1
Black,blunder,29,bxc6,29. bxc6,1
Black,blunder,29,c3,29. c3,1
Black,blunder,29,c3+,29. c3+,1
Black,blunder,29,c4,29. c4,1
Black,blunder,29,dxc1=Q,29. dxc1=Q,1
Black,blunder,29,e2,29. e2,1
Black,blunder,29,e3,29. e3,1
Black,blunder,29,e5,29. e5,1
Black,blunder,29,exf2,29. exf2,1
Black,blunder,29,exf3,29. exf3,1
Black,blunder,29,exf4+,29. exf4+,1
Black,blunder,29,f5,29. f5,1
Black,blunder,29,f6,29. f6,1
Black,blunder,29,fxg6,29. fxg6,1
Black,blunder,29,g4,29. g4,1
Black,blunder,29,g5,29. g5,1
Black,blunder,29,h4,29. h4,1
Black,blunder,30,Ba5+,30. Ba5+,1
Black,blunder,30,Bb3,30. Bb3,1
Black,blunder,30,Bd1,30. Bd1,1
Black,blunder,30,Bd4,30. Bd4,1
Black,blunder,30,Bd5,30. Bd5,1
Black,blunder,30,Be4+,30. Be4+,1
Black,blunder,30,Be5+,30. Be5+,1
Black,blunder,30,Be7,30. Be7,1
Black,blunder,30,Bf6,30. Bf6,1
Black,blunder,30,Bf7,30. Bf7,1
Black,blunder,30,Bg2,30. Bg2,1
Black,blunder,30,Bg5,30. Bg5,1
Black,blunder,30,Bg7,30. Bg7,1
Black,blunder,30,Bh2,30. Bh2,1
Black,blunder,30,Bh4,30. Bh4,1
Black,blunder,30,Bxc4,30. Bxc4,1
Black,blunder,30,Bxe2,30. Bxe2,1
Black,blunder,30,Bxf4,30. Bxf4,1
Black,blunder,30,Bxf5,30. Bxf5,1
Black,blunder,30,Bxg3,30. Bxg3,1
Black,blunder,30,Bxh1,30. Bxh1,1
Black,blunder,30,Kb6,30. Kb6,1
Black,blunder,30,Kb7,30. Kb7,1
Black,blunder,30,Kb8,30. Kb8,1
Black,blunder,30,Kc4,30. Kc4,1
Black,blunder,30,Kd5,30. Kd5,1
Black,blunder,30,Kd6,30. Kd6,1
Black,blunder,30,Kd7,30. Kd7,1
Black,blunder,30,Ke6,30. Ke6,1
Black,blunder,30,Kf7,30. Kf7,1
Black,blunder,30,Kg6,30. Kg6,1
Black,blunder,30,Nb3,30. Nb3,1
Black,blunder,30,Nc5,30. Nc5,1
Black,blunder,30,Nd2,30. Nd2,1
Black,blunder,30,Nd5,30. Nd5,1
Black,blunder,30,Nd8,30. Nd8,1
Black,blunder,30,Ne2+,30. Ne2+,1
Black,blunder,30,Ne7,30. Ne7,1
Black,blunder,30,Nf2,30. Nf2,1
Black,blunder,30,Nh4,30. Nh4,1
Black,blunder,30,Nxc3,30. Nxc3,1
Black,blunder,30,Nxd3,30. Nxd3,1
Black,blunder,30,Nxe2+,30. Nxe2+,1
Black,blunder,30,Nxf1,30. Nxf1,1
Black,blunder,30,Nxh2,30. Nxh2,1
Black,blunder,30,Qa2,30. Qa2,1
Black,blunder,30,Qa2+,30. Qa2+,1
Black,blunder,30,Qa5,30. Qa5,1
Black,blunder,30,Qa6,30. Qa6,1
Black,blunder,30,Qb3+,30. Qb3+,1
Black,blunder,30,Qb8,30. Qb8,1
Black,blunder,30,Qc1+,30. Qc1+,1
Black,blunder,30,Qc4+,30. Qc4+,1
Black,blunder,30,Qc7,30. Qc7,1
Black,blunder,30,Qc8,30. Qc8,1
Black,blunder,30,Qd1,30. Qd1,1
Black,blunder,30,Qd5,30. Qd5,1
Black,blunder,30,Qd6+,30. Qd6+,1
Black,blunder,30,Qe2,30. Qe2,1
Black,blunder,30,Qe2+,30. Qe2+,1
Black,blunder,30,Qe4+,30. Qe4+,1
Black,blunder,30,Qf3+,30. Qf3+,1
Black,blunder,30,Qf4,30. Qf4,1
Black,blunder,30,Qf5,30. Qf5,1
Black,blunder,30,Qg7,30. Qg7,1
Black,blunder,30,Qh8,30. Qh8,1
Black,blunder,30,Qxa2,30. Qxa2,1
Black,blunder,30,Qxa2+,30. Qxa2+,1
Black,blunder,30,Qxa3,30. Qxa3,1
Black,blunder,30,Qxa7,30. Qxa7,1
Black,blunder,30,Qxb2+,30. Qxb2+,1
Black,blunder,30,Qxd2,30. Qxd2,1
Black,blunder,30,Qxe2,30. Qxe2,1
Black,blunder,30,Qxe3,30. Qxe3,1
Black,blunder,30,Qxe3+,30. Qxe3+,1
Black,blunder,30,Qxe5,30. Qxe5,1
Black,blunder,30,Qxf3,30. Qxf3,1
Black,blunder,30,Qxg3,30. Qxg3,1
Black,blunder,30,Qxg6+,30. Qxg6+,1
Black,blunder,30,Qxh3+,30. Qxh3+,1
Black,blunder,30,R8b3+,30. R8b3+,1
Black,blunder,30,R8e3+,30. R8e3+,1
Black,blunder,30,Ra5,30. Ra5,1
Black,blunder,30,Ra7,30. Ra7,1
Black,blunder,30,Rae8,30. Rae8,1
Black,blunder,30,Rb2+,30. Rb2+,1
Black,blunder,30,Rb4+,30. Rb4+,1
Black,blunder,30,Rc6,30. Rc6,1
Black,blunder,30,Rce8,30. Rce8,1
Black,blunder,30,Rd2,30. Rd2,1
Black,blunder,30,Rd2+,30. Rd2+,1
Black,blunder,30,Rd6,30. Rd6,1
Black,blunder,30,Rd7,30. Rd7,1
Black,blunder,30,Rd8+,30. Rd8+,1
Black,blunder,30,Re1+,30. Re1+,1
Black,blunder,30,Ref2+,30. Ref2+,1
Black,blunder,30,Ref7,30. Ref7,1
Black,blunder,30,Rf2,30. Rf2,1
Black,blunder,30,Rf4,30. Rf4,1
Black,blunder,30,Rf6,30. Rf6,1
Black,blunder,30,Rf7,30. Rf7,1
Black,blunder,30,Rf8,30. Rf8,1
Black,blunder,30,Rg1,30. Rg1,1
Black,blunder,30,Rg4,30. Rg4,1
Black,blunder,30,Rh6,30. Rh6,1
Black,blunder,30,Rh8,30. Rh8,1
Black,blunder,30,Rxa3,30. Rxa3,1
Black,blunder,30,Rxb1,30. Rxb1,1
Black,blunder,30,Rxc4,30. Rxc4,1
Black,blunder,30,Rxc5,30. Rxc5,1
Black,blunder,30,Rxc8,30. Rxc8,1
Black,blunder,30,Rxd3,30. Rxd3,1
Black,blunder,30,Rxd3+,30. Rxd3+,1
Black,blunder,30,Rxd4,30. Rxd4,1
Black,blunder,30,Rxd8,30. Rxd8,1
Black,blunder,30,Rxe3,30. Rxe3,1
Black,blunder,30,Rxf1+,30. Rxf1+,1
Black,blunder,30,Rxf2+,30. Rxf2+,1
Black,blunder,30,Rxg3,30. Rxg3,1
Black,blunder,30,Rxh2+,30. Rxh2+,1
Black,blunder,30,a3,30. a3,1
Black,blunder,30,a4,30. a4,1
Black,blunder,30,a6,30. a6,1
Black,blunder,30,bxa5,30. bxa5,1
Black,blunder,30,c3,30. c3,1
Black,blunder,30,c4,30. c4,1
Black,blunder,30,d4,30. d4,1
Black,blunder,30,dxc4,30. dxc4,1
Black,blunder,30,e2,30. e2,1
Black,blunder,30,e4,30. e4,1
Black,blunder,30,f5,30. f5,1
Black,blunder,30,g6,30. g6,1
Black,blunder,30,gxf4,30. gxf4,1
Black,blunder,30,gxf6,30. gxf6,1
Black,blunder,30,gxh3+,30. gxh3+,1
Black,blunder,30,gxh6,30. gxh6,1
Black,blunder,30,h2,30. h2,1
Black,blunder,31,Bb6,31. Bb6,1
Black,blunder,31,Bc4,31. Bc4,1
Black,blunder,31,Bc5,31. Bc5,1
Black,blunder,31,Bc7,31. Bc7,1
Black,blunder,31,Bd2,31. Bd2,1
Black,blunder,31,Bd7+,31. Bd7+,1
Black,blunder,31,Bd8,31. Bd8,1
Black,blunder,31,Be2,31. Be2,1
Black,blunder,31,Bf4,31. Bf4,1
Black,blunder,31,Bg4,31. Bg4,1
Black,blunder,31,Bg4+,31. Bg4+,1
Black,blunder,31,Bg6,31. Bg6,1
Black,blunder,31,Bxg3,31. Bxg3,1
Black,blunder,31,Ka8,31. Ka8,1
Black,blunder,31,Kb3,31. Kb3,1
Black,blunder,31,Kc6,31. Kc6,1
Black,blunder,31,Kc7,31. Kc7,1
Black,blunder,31,Kd8,31. Kd8,1
Black,blunder,31,Ke3,31. Ke3,1
Black,blunder,31,Ke7,31. Ke7,1
Black,blunder,31,Kf5,31. Kf5,1
Black,blunder,31,Kf8,31. Kf8,1
Black,blunder,31,Kg4,31. Kg4,1
Black,blunder,31,Kg5,31. Kg5,1
Black,blunder,31,Kg8,31. Kg8,1
Black,blunder,31,Kh8,31. Kh8,1
Black,blunder,31,Kxf8,31. Kxf8,1
Black,blunder,31,Nb2,31. Nb2,1
Black,blunder,31,Nb5,31. Nb5,1
Black,blunder,31,Nb6,31. Nb6,1
Black,blunder,31,Nc2+,31. Nc2+,1
Black,blunder,31,Nc3,31. Nc3,1
Black,blunder,31,Nc4,31. Nc4,1
Black,blunder,31,Nd2,31. Nd2,1
Black,blunder,31,Nd5,31. Nd5,1
Black,blunder,31,Nd6,31. Nd6,1
Black,blunder,31,Ne3,31. Ne3,1
Black,blunder,31,Ne5,31. Ne5,1
Black,blunder,31,Nf5+,31. Nf5+,1
Black,blunder,31,Nf6,31. Nf6,1
Black,blunder,31,Ng4,31. Ng4,1
Black,blunder,31,Nh2+,31. Nh2+,1
Black,blunder,31,Nh5,31. Nh5,1
Black,blunder,31,Nh5+,31. Nh5+,1
Black,blunder,31,Nxa6,31. Nxa6,1
Black,blunder,31,Nxc3,31. Nxc3,1
Black,blunder,31,Nxg3,31. Nxg3,1
Black,blunder,31,Qa4,31. Qa4,1
Black,blunder,31,Qa6,31. Qa6,1
Black,blunder,31,Qb1,31. Qb1,1
Black,blunder,31,Qb1+,31. Qb1+,1
Black,blunder,31,Qc1,31. Qc1,1
Black,blunder,31,Qc1+,31. Qc1+,1
Black,blunder,31,Qc2,31. Qc2,1
Black,blunder,31,Qd2+,31. Qd2+,1
Black,blunder,31,Qd3,31. Qd3,1
Black,blunder,31,Qd3+,31. Qd3+,1
Black,blunder,31,Qd6,31. Qd6,1
Black,blunder,31,Qe1,31. Qe1,1
Black,blunder,31,Qe2,31. Qe2,1
Black,blunder,31,Qe3,31. Qe3,1
Black,blunder,31,Qe3+,31. Qe3+,1
Black,blunder,31,Qe4,31. Qe4,1
Black,blunder,31,Qe7,31. Qe7,1
Black,blunder,31,Qf1,31. Qf1,1
Black,blunder,31,Qf6,31. Qf6,1
Black,blunder,31,Qf7,31. Qf7,1
Black,blunder,31,Qg1+,31. Qg1+,1
Black,blunder,31,Qg3,31. Qg3,1
Black,blunder,31,Qg5,31. Qg5,1
Black,blunder,31,Qh1+,31. Qh1+,1
Black,blunder,31,Qh2+,31. Qh2+,1
Black,blunder,31,Qxa3,31. Qxa3,1
Black,blunder,31,Qxb5,31. Qxb5,1
Black,blunder,31,Qxc2+,31. Qxc2+,1
Black,blunder,31,Qxd1+,31. Qxd1+,1
Black,blunder,31,Qxf6,31. Qxf6,1
Black,blunder,31,Qxg3,31. Qxg3,1
Black,blunder,31,Qxh3,31. Qxh3,1
Black,blunder,31,Qxh3+,31. Qxh3+,1
Black,blunder,31,Qxh4,31. Qxh4,1
Black,blunder,31,R3c7,31. R3c7,1
Black,blunder,31,R6e7,31. R6e7,1
Black,blunder,31,Ra3+,31. Ra3+,1
Black,blunder,31,Ra6,31. Ra6,1
Black,blunder,31,Rad8,31. Rad8,1
Black,blunder,31,Rb1,31. Rb1,1
Black,blunder,31,Rb2+,31. Rb2+,1
Black,blunder,31,Rc1+,31. Rc1+,1
Black,blunder,31,Rc2+,31. Rc2+,1
Black,blunder,31,Rc3+,31. Rc3+,1
Black,blunder,31,Rc5,31. Rc5,1
Black,blunder,31,Rc6,31. Rc6,1
Black,blunder,31,Rc8,31. Rc8,1
Black,blunder,31,Rcd8,31. Rcd8,1
Black,blunder,31,Rcg2+,31. Rcg2+,1
Black,blunder,31,Rd2,31. Rd2,1
